NUMERO_APROVACAO_CARTAO|PARCELAS_CARTAO|TICKET|DATA_VENDA|DESC_TIPO_PGTO|ADQUIRENTE|FORMA_PAGAMENTO|NOME_LOJA|FRANQUIA|PRACA|CIDADE|VALOR_BRUTO|VALOR_LIQUIDO|PORCENTAGEM
63356|6|33451|2023-12-24|Venda|PagTudo|DEBITO A VISTA|TechHub|UrbanBlend|Capital|São Paulo|1.748,75|1.724,63|1,38
58720|2|89138|2022-02-21|Venda|CartaoMais|PIX|TechHub|EcoMart|Capital|Fortaleza|1.508,46|1.489,86|1,23
70918|4|22942|2023-11-29|Venda|PixPay|PIX|Golden Harvest|UrbanBlend|Litoral Norte|São Paulo|1.406,86|1.365,99|2,90
56198|4|30470|2023-02-05|Venda|SuperPay|DEBITO A VISTA|Pet Paradise|UrbanBlend|Litoral Norte|Curitiba|2.213,68|2.185,35|1,28
91890|11|37013|2023-11-03|Venda|CartaoMais|CREDITO|TechHub|InovaStore|Interior de São Paulo|Brasília|310,67|304,88|1,86
45172|5|92721|2022-12-12|Venda|SuperPay|DEBITO PARCELADO|Vintage Charm|InovaStore|Interior de São Paulo|Campinas|1.106,02|1.087,62|1,66
69136|4|88808|2023-12-15|Venda|OnlinePay|DEBITO A VISTA|Sportify|InovaStore|Interior de São Paulo|Porto Alegre|381,68|373,97|2,02
62974|9|29108|2022-12-06|Venda|OnlinePay|DEBITO A VISTA|TechHub|PrimeZone|Serra Gaúcha|Campinas|2.110,20|2.063,97|2,19
23984|8|51642|2023-09-07|Venda|SuperPay|CREDITO|Cosmo Trends|PrimeZone|Capital|Belo Horizonte|894,07|881,42|1,41
75929|11|99610|2022-09-16|Venda|SuperPay|PIX|Sportify|UrbanBlend|Interior de São Paulo|Brasília|2.148,72|2.091,42|2,67
67459|3|87389|2023-11-30|Venda|PagTudo|PIX|TechHub|InovaStore|Litoral Norte|Campinas|1.408,47|1.372,47|2,56
91545|12|25237|2023-09-13|Venda|SuperPay|CREDITO|Sportify|EcoMart|Interior de São Paulo|Salvador|681,57|672,49|1,33
92990|12|59640|2022-02-10|Venda|CartaoMais|CREDITO|Gourmet Haven|EcoMart|Interior de São Paulo|São Paulo|650,94|640,78|1,56
30806|1|79279|2023-11-12|Venda|PagTudo|CREDITO|Gourmet Haven|InovaStore|Capital|Belo Horizonte|1.226,13|1.194,88|2,55
54939|8|93484|2023-10-15|Venda|PixPay|PIX|Green Valley|EcoMart|Serra Gaúcha|São Paulo|751,80|738,90|1,72
68415|5|57186|2022-11-30|Venda|PixPay|PIX|Golden Harvest|InovaStore|Capital|Campinas|1.949,05|1.913,29|1,83
93787|7|44854|2024-01-16|Venda|CartaoMais|DEBITO A VISTA|Pet Paradise|PrimeZone|Serra Gaúcha|Salvador|1.956,94|1.928,36|1,46
10025|3|92649|2023-06-12|Venda|PagTudo|DEBITO PARCELADO|Green Valley|UrbanBlend|Interior de São Paulo|Fortaleza|850,54|836,66|1,63
34055|6|57595|2022-05-14|Venda|CartaoMais|CREDITO|Golden Harvest|PrimeZone|Capital|São Paulo|1.713,80|1.662,47|2,99
40717|11|70541|2022-04-13|Venda|PixPay|CREDITO|Cosmo Trends|PrimeZone|Interior de São Paulo|Salvador|317,04|312,26|1,51
96363|10|35249|2023-01-23|Venda|OnlinePay|DEBITO A VISTA|TechHub|EcoMart|Capital|Campinas|881,95|870,49|1,30
24593|3|56743|2022-04-04|Venda|CartaoMais|DEBITO PARCELADO|Pet Paradise|EcoMart|Litoral Norte|São Paulo|1.040,50|1.020,90|1,88
29638|1|75669|2022-08-04|Venda|SuperPay|CREDITO|DigiNation|UrbanBlend|Capital|Brasília|2.025,69|1.970,99|2,70
22996|5|56220|2023-03-20|Venda|PixPay|PIX|Golden Harvest|UrbanBlend|Litoral Norte|São Paulo|356,83|346,16|2,99
31359|5|31109|2022-11-27|Venda|PixPay|DEBITO A VISTA|Gourmet Haven|UrbanBlend|Litoral Norte|Recife|509,98|503,29|1,31
48338|4|69575|2022-12-13|Venda|CartaoMais|DEBITO PARCELADO|Gourmet Haven|EcoMart|Interior de São Paulo|Rio de Janeiro|2.000,17|1.954,82|2,27
21747|4|37611|2023-03-25|Venda|PagTudo|DEBITO PARCELADO|Golden Harvest|InovaStore|Capital|Salvador|817,60|807,03|1,29
93758|10|88493|2022-08-20|Venda|PixPay|DEBITO PARCELADO|Sportify|UrbanBlend|Serra Gaúcha|Campinas|1.129,45|1.110,36|1,69
40571|9|58486|2022-01-01|Venda|PixPay|DEBITO PARCELADO|Green Valley|UrbanBlend|Serra Gaúcha|Porto Alegre|2.236,51|2.197,89|1,73
42706|1|24916|2023-03-14|Venda|SuperPay|PIX|Cosmo Trends|InovaStore|Serra Gaúcha|São Paulo|484,60|470,29|2,95
78959|12|51821|2023-01-12|Venda|CartaoMais|CREDITO|Golden Harvest|PrimeZone|Interior de São Paulo|Belo Horizonte|999,51|977,61|2,19
54982|1|42251|2022-06-27|Venda|OnlinePay|DEBITO A VISTA|Pet Paradise|InovaStore|Serra Gaúcha|Fortaleza|1.506,69|1.476,20|2,02
73728|5|74003|2022-11-12|Venda|CartaoMais|CREDITO|Sportify|PrimeZone|Capital|Salvador|342,07|334,42|2,24
30322|3|36422|2022-10-21|Venda|SuperPay|PIX|Golden Harvest|InovaStore|Serra Gaúcha|Salvador|2.054,02|2.018,11|1,75
60210|1|38657|2023-01-17|Venda|OnlinePay|CREDITO|DigiNation|InovaStore|Litoral Norte|Fortaleza|1.974,27|1.948,58|1,30
35816|10|25131|2022-11-03|Venda|PixPay|PIX|Cosmo Trends|UrbanBlend|Capital|Fortaleza|669,05|659,17|1,48
76311|9|58169|2022-08-08|Venda|OnlinePay|DEBITO PARCELADO|Sportify|InovaStore|Serra Gaúcha|Rio de Janeiro|1.675,59|1.631,59|2,63
52961|12|42598|2022-10-28|Venda|SuperPay|CREDITO|Vintage Charm|UrbanBlend|Serra Gaúcha|Porto Alegre|1.175,56|1.161,24|1,22
55376|1|13047|2024-01-06|Venda|CartaoMais|DEBITO PARCELADO|Magia Fashion|EcoMart|Serra Gaúcha|Curitiba|345,21|335,39|2,84
43045|7|67857|2023-09-07|Venda|OnlinePay|PIX|Gourmet Haven|UrbanBlend|Interior de São Paulo|São Paulo|589,86|574,89|2,54
64850|4|58673|2022-07-18|Venda|CartaoMais|PIX|Golden Harvest|UrbanBlend|Capital|Campinas|287,83|283,98|1,34
13432|11|13883|2023-11-21|Venda|CartaoMais|DEBITO PARCELADO|Vintage Charm|InovaStore|Interior de São Paulo|Recife|553,09|538,56|2,63
53680|10|17608|2022-01-08|Venda|OnlinePay|DEBITO PARCELADO|Sportify|EcoMart|Litoral Norte|Brasília|1.090,64|1.069,14|1,97
12248|7|73548|2023-04-17|Venda|PagTudo|DEBITO A VISTA|TechHub|InovaStore|Interior de São Paulo|Curitiba|1.455,86|1.419,93|2,47
21308|1|50644|2023-08-17|Venda|OnlinePay|PIX|Pet Paradise|EcoMart|Interior de São Paulo|São Paulo|1.397,05|1.369,33|1,98
17884|2|67661|2023-01-03|Venda|PixPay|CREDITO|TechHub|EcoMart|Litoral Norte|São Paulo|2.185,18|2.138,46|2,14
10295|6|84111|2023-09-07|Venda|OnlinePay|PIX|TechHub|EcoMart|Serra Gaúcha|Porto Alegre|909,63|897,59|1,32
47702|7|53981|2024-01-14|Venda|SuperPay|PIX|DigiNation|PrimeZone|Interior de São Paulo|Recife|1.023,01|998,34|2,41
84625|11|42644|2022-09-08|Venda|SuperPay|DEBITO A VISTA|Green Valley|UrbanBlend|Litoral Norte|Fortaleza|958,70|944,29|1,50
51849|4|22304|2023-04-16|Venda|OnlinePay|PIX|Vintage Charm|PrimeZone|Capital|São Paulo|514,90|507,78|1,38
30573|12|44658|2022-08-06|Venda|PagTudo|CREDITO|Cosmo Trends|EcoMart|Serra Gaúcha|Recife|1.205,58|1.178,48|2,25
44644|2|72789|2023-07-11|Venda|PagTudo|DEBITO PARCELADO|Pet Paradise|InovaStore|Capital|Curitiba|257,55|250,59|2,70
17468|1|15901|2023-11-08|Venda|SuperPay|DEBITO A VISTA|Magia Fashion|PrimeZone|Serra Gaúcha|Curitiba|1.019,75|1.003,08|1,64
12514|11|54701|2022-11-07|Venda|PagTudo|DEBITO PARCELADO|DigiNation|InovaStore|Litoral Norte|Belo Horizonte|2.292,90|2.229,53|2,76
47187|12|32469|2023-03-11|Venda|CartaoMais|PIX|TechHub|UrbanBlend|Interior de São Paulo|Brasília|2.274,18|2.229,26|1,98
67315|3|97345|2022-01-09|Venda|PixPay|CREDITO|Gourmet Haven|UrbanBlend|Capital|Brasília|994,84|983,49|1,14
38484|1|88756|2022-08-17|Venda|SuperPay|DEBITO A VISTA|TechHub|UrbanBlend|Litoral Norte|Curitiba|1.200,19|1.176,58|1,97
25434|3|78298|2022-12-23|Venda|PixPay|DEBITO A VISTA|Vintage Charm|UrbanBlend|Litoral Norte|São Paulo|1.309,16|1.271,89|2,85
74396|10|26557|2022-04-10|Venda|PixPay|PIX|Magia Fashion|EcoMart|Capital|São Paulo|2.185,18|2.132,20|2,42
69573|5|42651|2023-08-24|Venda|PixPay|DEBITO PARCELADO|Vintage Charm|EcoMart|Litoral Norte|Curitiba|2.137,63|2.108,43|1,37
70609|5|11389|2022-09-15|Venda|OnlinePay|PIX|Cosmo Trends|UrbanBlend|Serra Gaúcha|Brasília|1.953,30|1.925,61|1,42
39547|2|75529|2023-11-21|Venda|PixPay|DEBITO PARCELADO|Pet Paradise|PrimeZone|Litoral Norte|Curitiba|577,39|569,03|1,45
17867|11|38062|2023-04-03|Venda|PixPay|PIX|Golden Harvest|EcoMart|Litoral Norte|Porto Alegre|2.221,10|2.155,45|2,96
32654|12|47489|2023-09-20|Venda|OnlinePay|DEBITO PARCELADO|Gourmet Haven|UrbanBlend|Serra Gaúcha|Recife|407,14|396,62|2,58
48703|12|12010|2023-01-29|Venda|PagTudo|DEBITO A VISTA|Cosmo Trends|EcoMart|Serra Gaúcha|Brasília|2.211,20|2.145,12|2,99
87830|11|94924|2022-09-22|Venda|PixPay|DEBITO PARCELADO|Golden Harvest|EcoMart|Litoral Norte|Belo Horizonte|720,76|703,50|2,39
65620|3|30542|2022-06-23|Venda|PixPay|DEBITO A VISTA|Pet Paradise|EcoMart|Serra Gaúcha|Fortaleza|730,92|715,62|2,09
28478|4|50825|2023-07-06|Venda|SuperPay|CREDITO|Pet Paradise|UrbanBlend|Interior de São Paulo|Belo Horizonte|1.461,58|1.427,40|2,34
49840|8|50577|2022-07-12|Venda|PixPay|PIX|DigiNation|InovaStore|Serra Gaúcha|São Paulo|446,58|440,65|1,33
55318|3|11434|2024-01-21|Venda|SuperPay|DEBITO A VISTA|Gourmet Haven|InovaStore|Serra Gaúcha|Porto Alegre|1.955,41|1.930,27|1,29
19820|6|11210|2023-08-07|Venda|SuperPay|PIX|Cosmo Trends|PrimeZone|Capital|Rio de Janeiro|1.039,01|1.018,07|2,02
46952|8|85103|2023-08-09|Venda|SuperPay|CREDITO|Golden Harvest|InovaStore|Serra Gaúcha|São Paulo|1.245,82|1.223,97|1,75
66719|5|92161|2022-09-19|Venda|CartaoMais|DEBITO PARCELADO|TechHub|UrbanBlend|Serra Gaúcha|Recife|842,62|825,36|2,05
86269|6|72649|2022-05-13|Venda|PagTudo|PIX|Golden Harvest|InovaStore|Interior de São Paulo|Fortaleza|633,93|616,56|2,74
90261|4|48218|2023-07-07|Venda|OnlinePay|DEBITO PARCELADO|Sportify|PrimeZone|Capital|Campinas|1.214,67|1.196,11|1,53
88929|10|53642|2022-11-21|Venda|PixPay|PIX|DigiNation|EcoMart|Litoral Norte|Salvador|898,09|881,38|1,86
52426|8|30093|2024-01-07|Venda|SuperPay|PIX|Pet Paradise|EcoMart|Interior de São Paulo|Brasília|2.274,83|2.241,37|1,47
44689|12|87558|2022-01-18|Venda|CartaoMais|DEBITO PARCELADO|Green Valley|PrimeZone|Capital|Curitiba|2.134,74|2.090,99|2,05
36089|8|11149|2023-12-20|Venda|SuperPay|DEBITO PARCELADO|Green Valley|UrbanBlend|Serra Gaúcha|Curitiba|1.472,26|1.443,34|1,96
67189|5|61890|2022-03-05|Venda|OnlinePay|DEBITO A VISTA|Gourmet Haven|UrbanBlend|Litoral Norte|Recife|1.606,19|1.575,96|1,88
24851|11|68002|2023-02-11|Venda|PixPay|PIX|DigiNation|EcoMart|Serra Gaúcha|Recife|1.474,75|1.439,34|2,40
42306|1|88386|2022-07-19|Venda|OnlinePay|DEBITO PARCELADO|Pet Paradise|InovaStore|Capital|Campinas|2.292,55|2.253,88|1,69
69815|12|46379|2022-05-13|Venda|OnlinePay|PIX|Green Valley|UrbanBlend|Serra Gaúcha|Recife|849,05|826,56|2,65
42089|6|46761|2022-07-24|Venda|PixPay|DEBITO PARCELADO|DigiNation|PrimeZone|Serra Gaúcha|Porto Alegre|2.214,55|2.177,70|1,66
23891|11|54731|2022-12-05|Venda|SuperPay|CREDITO|Vintage Charm|InovaStore|Interior de São Paulo|Fortaleza|1.134,32|1.105,47|2,54
82979|3|31238|2023-08-25|Venda|PixPay|CREDITO|Vintage Charm|UrbanBlend|Interior de São Paulo|Campinas|1.282,38|1.264,84|1,37
30390|6|13061|2022-07-29|Venda|PixPay|DEBITO A VISTA|Gourmet Haven|UrbanBlend|Litoral Norte|Salvador|330,27|324,09|1,87
54023|7|30304|2023-03-14|Venda|PagTudo|DEBITO PARCELADO|Cosmo Trends|UrbanBlend|Serra Gaúcha|Salvador|1.689,70|1.666,63|1,37
63174|3|52278|2024-01-14|Venda|SuperPay|DEBITO A VISTA|Green Valley|EcoMart|Capital|Porto Alegre|1.138,26|1.117,97|1,78
22379|1|90811|2023-10-28|Venda|PixPay|DEBITO A VISTA|Magia Fashion|InovaStore|Serra Gaúcha|Brasília|1.250,80|1.218,74|2,56
72391|3|49891|2023-04-22|Venda|SuperPay|DEBITO A VISTA|Gourmet Haven|UrbanBlend|Litoral Norte|Recife|913,74|888,29|2,78
41723|4|94077|2022-02-03|Venda|SuperPay|DEBITO PARCELADO|Gourmet Haven|UrbanBlend|Interior de São Paulo|Curitiba|1.628,53|1.592,06|2,24
58409|3|57772|2022-05-03|Venda|PixPay|CREDITO|Gourmet Haven|EcoMart|Litoral Norte|Curitiba|420,21|411,60|2,05
92968|7|42498|2022-05-28|Venda|OnlinePay|DEBITO A VISTA|DigiNation|PrimeZone|Litoral Norte|Curitiba|1.690,66|1.651,86|2,29
28438|2|19991|2022-09-23|Venda|SuperPay|PIX|Pet Paradise|UrbanBlend|Interior de São Paulo|Campinas|1.257,41|1.231,92|2,03
26041|3|33472|2023-06-13|Venda|PixPay|DEBITO PARCELADO|Sportify|PrimeZone|Interior de São Paulo|Campinas|1.085,78|1.073,02|1,18
75788|11|20497|2022-04-21|Venda|OnlinePay|DEBITO A VISTA|Cosmo Trends|EcoMart|Capital|Porto Alegre|1.820,95|1.773,42|2,61
22996|7|59699|2023-10-16|Venda|PixPay|CREDITO|Magia Fashion|UrbanBlend|Serra Gaúcha|Porto Alegre|507,47|496,30|2,20
46747|9|42216|2022-02-13|Venda|CartaoMais|DEBITO A VISTA|Golden Harvest|UrbanBlend|Litoral Norte|Brasília|1.433,55|1.416,84|1,17
47844|7|72116|2022-01-27|Venda|OnlinePay|CREDITO|Green Valley|InovaStore|Serra Gaúcha|Fortaleza|2.206,29|2.166,72|1,79
96918|6|26578|2023-12-16|Venda|PixPay|DEBITO A VISTA|Gourmet Haven|InovaStore|Interior de São Paulo|São Paulo|1.633,27|1.612,74|1,26
32658|5|15703|2022-03-26|Venda|PagTudo|DEBITO A VISTA|Magia Fashion|EcoMart|Serra Gaúcha|Porto Alegre|1.074,93|1.058,92|1,49
87020|11|62562|2022-07-05|Venda|SuperPay|CREDITO|TechHub|InovaStore|Serra Gaúcha|Rio de Janeiro|937,05|919,59|1,86
81702|10|77378|2023-12-07|Venda|CartaoMais|PIX|Cosmo Trends|PrimeZone|Serra Gaúcha|Curitiba|1.658,04|1.621,16|2,22
73887|10|68241|2023-10-25|Venda|OnlinePay|PIX|Gourmet Haven|InovaStore|Serra Gaúcha|Salvador|2.041,68|1.987,68|2,64
12461|5|52736|2022-05-07|Venda|PagTudo|DEBITO PARCELADO|Vintage Charm|UrbanBlend|Litoral Norte|Recife|2.267,14|2.241,22|1,14
71005|11|84687|2022-07-20|Venda|CartaoMais|PIX|Vintage Charm|EcoMart|Interior de São Paulo|Curitiba|1.225,99|1.194,69|2,55
40287|10|84690|2023-11-22|Venda|SuperPay|CREDITO|Vintage Charm|UrbanBlend|Serra Gaúcha|Brasília|2.120,57|2.061,03|2,81
28020|2|48269|2023-02-04|Venda|OnlinePay|DEBITO PARCELADO|Cosmo Trends|InovaStore|Litoral Norte|Curitiba|1.199,83|1.184,29|1,29
76909|6|61946|2023-02-06|Venda|CartaoMais|PIX|TechHub|UrbanBlend|Serra Gaúcha|Recife|655,43|636,34|2,91
82985|5|90966|2023-07-02|Venda|PixPay|CREDITO|Golden Harvest|UrbanBlend|Capital|Rio de Janeiro|1.597,69|1.557,11|2,54
26452|10|64429|2023-12-17|Venda|SuperPay|PIX|Vintage Charm|InovaStore|Capital|Belo Horizonte|1.986,59|1.928,66|2,92
57822|11|77985|2022-02-09|Venda|PagTudo|DEBITO PARCELADO|Sportify|UrbanBlend|Litoral Norte|Fortaleza|449,20|439,52|2,16
77604|12|62715|2022-01-24|Venda|CartaoMais|DEBITO A VISTA|Golden Harvest|EcoMart|Interior de São Paulo|São Paulo|992,53|980,06|1,26
87892|12|88932|2023-07-03|Venda|PagTudo|CREDITO|TechHub|EcoMart|Capital|Curitiba|544,39|529,75|2,69
29427|6|75239|2022-03-12|Venda|SuperPay|DEBITO PARCELADO|TechHub|InovaStore|Interior de São Paulo|Salvador|1.900,18|1.873,44|1,41
22519|11|28212|2023-10-28|Venda|CartaoMais|CREDITO|Sportify|UrbanBlend|Capital|Fortaleza|446,62|436,06|2,36
85749|5|95677|2024-01-05|Venda|PixPay|DEBITO PARCELADO|TechHub|InovaStore|Interior de São Paulo|Belo Horizonte|1.444,07|1.408,80|2,44
33881|9|83633|2023-02-12|Venda|SuperPay|CREDITO|Gourmet Haven|EcoMart|Litoral Norte|Fortaleza|964,04|937,69|2,73
95908|8|81748|2023-03-16|Venda|PixPay|PIX|Pet Paradise|EcoMart|Capital|Campinas|881,98|862,28|2,23
90507|11|54799|2022-06-16|Venda|CartaoMais|DEBITO PARCELADO|Vintage Charm|EcoMart|Capital|Fortaleza|1.988,63|1.941,53|2,37
27849|2|92580|2023-09-11|Venda|OnlinePay|DEBITO A VISTA|DigiNation|InovaStore|Litoral Norte|Curitiba|859,48|836,12|2,72
57371|6|77894|2022-12-31|Venda|CartaoMais|DEBITO A VISTA|Sportify|EcoMart|Litoral Norte|Curitiba|525,90|515,15|2,04
40018|1|40205|2022-03-15|Venda|CartaoMais|DEBITO A VISTA|Sportify|InovaStore|Capital|Recife|2.273,78|2.239,26|1,52
34426|2|43014|2023-11-15|Venda|PixPay|DEBITO A VISTA|Vintage Charm|EcoMart|Serra Gaúcha|Curitiba|1.703,81|1.685,05|1,10
46661|2|34820|2023-08-28|Venda|OnlinePay|DEBITO PARCELADO|Golden Harvest|PrimeZone|Interior de São Paulo|Campinas|762,82|742,87|2,61
24276|8|39356|2023-08-17|Venda|CartaoMais|DEBITO PARCELADO|Magia Fashion|InovaStore|Interior de São Paulo|Fortaleza|1.703,58|1.661,37|2,48
42594|11|56647|2022-10-14|Venda|PagTudo|PIX|Pet Paradise|EcoMart|Capital|Salvador|2.230,38|2.191,05|1,76
71139|5|14324|2022-09-19|Venda|OnlinePay|DEBITO PARCELADO|Golden Harvest|InovaStore|Interior de São Paulo|Salvador|1.184,13|1.160,01|2,04
68587|5|33093|2022-07-16|Venda|SuperPay|CREDITO|Cosmo Trends|InovaStore|Capital|Belo Horizonte|343,46|335,80|2,23
80934|1|73589|2022-10-07|Venda|PixPay|DEBITO PARCELADO|Vintage Charm|EcoMart|Interior de São Paulo|Salvador|472,53|460,85|2,47
82618|1|72610|2023-12-01|Venda|CartaoMais|PIX|Golden Harvest|EcoMart|Litoral Norte|Porto Alegre|992,07|975,87|1,63
68421|5|63047|2023-03-19|Venda|PixPay|CREDITO|DigiNation|InovaStore|Serra Gaúcha|Salvador|1.842,24|1.821,90|1,10
32319|5|35086|2022-01-28|Venda|SuperPay|DEBITO A VISTA|Pet Paradise|InovaStore|Interior de São Paulo|Campinas|2.197,30|2.138,65|2,67
64296|1|92665|2023-05-06|Venda|OnlinePay|DEBITO A VISTA|Golden Harvest|EcoMart|Serra Gaúcha|Brasília|600,78|586,83|2,32
54295|12|66392|2023-03-07|Venda|SuperPay|CREDITO|Magia Fashion|PrimeZone|Litoral Norte|Porto Alegre|488,04|477,13|2,23
63120|11|16341|2022-11-27|Venda|PagTudo|CREDITO|Sportify|EcoMart|Capital|Rio de Janeiro|1.809,02|1.780,07|1,60
14883|4|70477|2023-10-27|Venda|SuperPay|CREDITO|Green Valley|EcoMart|Serra Gaúcha|Recife|880,96|860,13|2,36
32561|11|68766|2022-06-15|Venda|OnlinePay|DEBITO A VISTA|Cosmo Trends|EcoMart|Capital|Curitiba|1.913,45|1.866,70|2,44
67357|11|23271|2023-07-10|Venda|SuperPay|CREDITO|Gourmet Haven|EcoMart|Serra Gaúcha|Belo Horizonte|1.637,62|1.596,84|2,49
66238|3|50417|2023-12-20|Venda|PagTudo|CREDITO|Golden Harvest|InovaStore|Capital|Salvador|1.896,95|1.874,07|1,21
36746|8|16597|2022-04-22|Venda|PixPay|DEBITO A VISTA|Pet Paradise|InovaStore|Litoral Norte|Porto Alegre|531,00|515,26|2,96
33482|8|68501|2022-04-14|Venda|CartaoMais|DEBITO A VISTA|Sportify|InovaStore|Litoral Norte|Recife|1.071,44|1.041,04|2,84
16576|3|31455|2022-03-01|Venda|SuperPay|CREDITO|Gourmet Haven|PrimeZone|Litoral Norte|Belo Horizonte|1.884,71|1.861,07|1,25
53284|4|74433|2023-10-04|Venda|PagTudo|PIX|Gourmet Haven|PrimeZone|Interior de São Paulo|Campinas|939,70|928,73|1,17
58966|8|77497|2022-03-27|Venda|OnlinePay|DEBITO PARCELADO|Green Valley|UrbanBlend|Serra Gaúcha|Porto Alegre|2.237,01|2.209,66|1,22
66259|3|50649|2023-02-06|Venda|PixPay|DEBITO PARCELADO|Cosmo Trends|UrbanBlend|Serra Gaúcha|Recife|917,25|897,90|2,11
47118|2|20664|2023-03-09|Venda|SuperPay|DEBITO PARCELADO|Vintage Charm|InovaStore|Capital|Rio de Janeiro|678,62|668,87|1,44
56105|11|39370|2022-05-21|Venda|PagTudo|DEBITO PARCELADO|Magia Fashion|PrimeZone|Interior de São Paulo|Curitiba|2.164,08|2.113,08|2,36
68762|8|96595|2022-08-17|Venda|PagTudo|DEBITO A VISTA|Vintage Charm|EcoMart|Serra Gaúcha|Brasília|2.146,20|2.113,77|1,51
42572|2|38772|2023-12-25|Venda|PagTudo|DEBITO A VISTA|Golden Harvest|UrbanBlend|Litoral Norte|Belo Horizonte|2.120,33|2.058,90|2,90
88291|12|22615|2022-07-07|Venda|SuperPay|DEBITO PARCELADO|Green Valley|UrbanBlend|Serra Gaúcha|Fortaleza|598,96|592,67|1,05
99766|9|19785|2023-03-12|Venda|CartaoMais|DEBITO A VISTA|Golden Harvest|PrimeZone|Capital|Belo Horizonte|1.658,16|1.616,23|2,53
83704|7|94051|2022-09-03|Venda|PagTudo|PIX|TechHub|PrimeZone|Capital|Curitiba|1.331,97|1.294,41|2,82
77716|11|19659|2022-08-10|Venda|SuperPay|PIX|Gourmet Haven|EcoMart|Litoral Norte|Campinas|1.322,06|1.301,38|1,56
25281|5|93267|2023-11-04|Venda|PagTudo|DEBITO A VISTA|Pet Paradise|PrimeZone|Capital|São Paulo|2.112,74|2.077,09|1,69
85119|1|10543|2022-07-04|Venda|OnlinePay|CREDITO|TechHub|UrbanBlend|Capital|São Paulo|1.318,60|1.295,25|1,77
55913|5|12352|2023-10-16|Venda|PixPay|DEBITO A VISTA|Pet Paradise|PrimeZone|Interior de São Paulo|Campinas|1.466,83|1.438,36|1,94
87330|7|18538|2023-08-09|Venda|SuperPay|CREDITO|Magia Fashion|UrbanBlend|Interior de São Paulo|Campinas|1.328,49|1.314,21|1,08
16469|2|98906|2022-08-31|Venda|PagTudo|DEBITO PARCELADO|Magia Fashion|InovaStore|Interior de São Paulo|Salvador|2.125,19|2.100,31|1,17
71002|3|14001|2023-09-05|Venda|CartaoMais|PIX|Green Valley|UrbanBlend|Capital|São Paulo|2.262,36|2.227,87|1,52
97468|12|34587|2023-06-07|Venda|CartaoMais|PIX|Golden Harvest|UrbanBlend|Serra Gaúcha|Brasília|2.151,50|2.105,87|2,12
36278|9|31916|2022-11-13|Venda|PixPay|PIX|DigiNation|PrimeZone|Serra Gaúcha|Brasília|1.578,42|1.556,25|1,40
44875|4|93681|2022-10-18|Venda|PixPay|DEBITO PARCELADO|Magia Fashion|PrimeZone|Serra Gaúcha|São Paulo|1.424,37|1.385,17|2,75
21907|11|63804|2023-08-03|Venda|SuperPay|PIX|Pet Paradise|PrimeZone|Interior de São Paulo|Porto Alegre|992,94|974,81|1,83
12964|3|81271|2023-06-18|Venda|SuperPay|DEBITO PARCELADO|Magia Fashion|EcoMart|Capital|Curitiba|2.297,18|2.261,54|1,55
87698|3|26730|2022-01-19|Venda|PixPay|DEBITO A VISTA|Cosmo Trends|UrbanBlend|Capital|Rio de Janeiro|846,29|824,74|2,55
23317|1|90272|2023-02-22|Venda|PixPay|PIX|Golden Harvest|UrbanBlend|Serra Gaúcha|Belo Horizonte|1.862,34|1.829,95|1,74
69723|1|29031|2022-10-18|Venda|PagTudo|PIX|Gourmet Haven|PrimeZone|Capital|Campinas|275,10|268,62|2,36
51139|1|76395|2022-03-07|Venda|OnlinePay|DEBITO PARCELADO|TechHub|EcoMart|Litoral Norte|Salvador|1.808,02|1.758,97|2,71
73499|2|56496|2022-03-09|Venda|PagTudo|CREDITO|Green Valley|UrbanBlend|Interior de São Paulo|Fortaleza|1.910,14|1.863,41|2,45
39217|10|51750|2022-08-15|Venda|PixPay|CREDITO|DigiNation|PrimeZone|Capital|Brasília|587,90|577,76|1,72
87801|8|13753|2022-04-12|Venda|PagTudo|DEBITO A VISTA|Pet Paradise|PrimeZone|Interior de São Paulo|Curitiba|2.036,33|1.985,78|2,48
92266|11|34239|2022-08-31|Venda|SuperPay|DEBITO PARCELADO|TechHub|UrbanBlend|Litoral Norte|São Paulo|1.992,05|1.942,02|2,51
22285|2|65771|2023-03-04|Venda|CartaoMais|CREDITO|TechHub|UrbanBlend|Capital|São Paulo|1.789,79|1.745,55|2,47
35227|10|81340|2023-08-12|Venda|CartaoMais|CREDITO|Cosmo Trends|UrbanBlend|Capital|Campinas|1.471,46|1.429,70|2,84
42678|8|21149|2022-10-01|Venda|CartaoMais|PIX|Green Valley|UrbanBlend|Interior de São Paulo|Brasília|1.323,12|1.295,84|2,06
98645|9|20515|2022-10-03|Venda|SuperPay|CREDITO|Magia Fashion|EcoMart|Interior de São Paulo|Belo Horizonte|1.789,04|1.768,28|1,16
92663|8|93474|2023-01-23|Venda|SuperPay|PIX|Sportify|PrimeZone|Interior de São Paulo|Curitiba|2.079,31|2.050,60|1,38
88435|11|61816|2022-02-06|Venda|PagTudo|PIX|Gourmet Haven|EcoMart|Litoral Norte|Curitiba|1.877,36|1.825,21|2,78
96502|3|92617|2023-09-03|Venda|PagTudo|CREDITO|Magia Fashion|PrimeZone|Litoral Norte|São Paulo|1.076,00|1.055,47|1,91
